filename,score
sample-00000.wav,0.01913265697658062
sample-00001.wav,1.0
sample-00002.wav,0.002147657098248601
sample-00003.wav,0.9872432947158813
sample-00004.wav,0.3493831753730774
sample-00005.wav,0.8614299297332764
sample-00006.wav,0.005396416876465082
sample-00007.wav,4.787604666489642e-06
sample-00008.wav,0.9826315641403198
sample-00009.wav,0.9867609739303589
sample-00010.wav,0.9968919157981873
sample-00011.wav,0.9984357953071594
sample-00012.wav,0.999955415725708
sample-00013.wav,0.9983312487602234
sample-00014.wav,0.007894053123891354
sample-00015.wav,0.8944312930107117
sample-00016.wav,0.9871634244918823
sample-00017.wav,0.9998828172683716
sample-00018.wav,0.9808406233787537
sample-00019.wav,0.9866577982902527
sample-00020.wav,0.4955342411994934
sample-00021.wav,0.8494720458984375
sample-00022.wav,0.9999974966049194
sample-00023.wav,0.30956003069877625
sample-00024.wav,0.9999988079071045
sample-00025.wav,0.6927868127822876
sample-00026.wav,0.7950899600982666
sample-00027.wav,0.9998315572738647
sample-00028.wav,0.3097345530986786
sample-00029.wav,0.021534621715545654
sample-00030.wav,0.9566039443016052
sample-00031.wav,0.09383544325828552
sample-00032.wav,0.3035808801651001
sample-00033.wav,0.00036012797500006855
sample-00034.wav,0.9834127426147461
sample-00035.wav,0.9968037605285645
sample-00036.wav,0.007868803106248379
sample-00037.wav,0.994428277015686
sample-00038.wav,0.0004994653281755745
sample-00039.wav,0.90751051902771
sample-00040.wav,0.999976396560669
sample-00041.wav,0.9968979358673096
sample-00042.wav,0.11454568058252335
sample-00043.wav,0.9936774373054504
sample-00044.wav,0.5354795455932617
sample-00045.wav,0.9995406866073608
sample-00046.wav,0.9495563507080078
sample-00047.wav,0.08749748021364212
sample-00048.wav,0.995945155620575
sample-00049.wav,0.03244404494762421
sample-00050.wav,1.0
sample-00051.wav,0.9987309575080872
sample-00052.wav,4.028582407045178e-05
sample-00053.wav,0.6723925471305847
sample-00054.wav,0.9999703168869019
sample-00055.wav,0.08641329407691956
sample-00056.wav,0.9999969005584717
sample-00057.wav,0.9968917965888977
sample-00058.wav,5.610947937384481e-07
sample-00059.wav,0.9993637204170227
sample-00060.wav,0.9999451637268066
sample-00061.wav,0.017130572348833084
sample-00062.wav,0.0028382756281644106
sample-00063.wav,0.00255210162140429
sample-00064.wav,0.9987689852714539
sample-00065.wav,0.00041218232945539057
sample-00066.wav,0.6820271611213684
sample-00067.wav,0.9932557344436646
sample-00068.wav,0.9990856647491455
sample-00069.wav,0.9904173612594604
sample-00070.wav,0.9907057881355286
sample-00071.wav,0.9971023201942444
sample-00072.wav,0.9994211196899414
sample-00073.wav,0.9977614879608154
sample-00074.wav,0.9972223043441772
sample-00075.wav,0.972170352935791
sample-00076.wav,0.000504920375533402
sample-00077.wav,0.9996943473815918
sample-00078.wav,0.0016081403009593487
sample-00079.wav,0.09237755089998245
sample-00080.wav,0.9739288687705994
sample-00081.wav,0.006881446577608585
sample-00082.wav,0.4507581889629364
sample-00083.wav,0.964422881603241
sample-00084.wav,0.08770588040351868
sample-00085.wav,0.0674590915441513
sample-00086.wav,0.0021830883342772722
sample-00087.wav,8.015905768843368e-05
sample-00088.wav,0.9998201727867126
sample-00089.wav,0.9970085024833679
sample-00090.wav,0.9977220892906189
sample-00091.wav,0.9999868869781494
sample-00092.wav,0.2823123335838318
sample-00093.wav,0.0032954923808574677
sample-00094.wav,0.1675068587064743
sample-00095.wav,0.9091869592666626
sample-00096.wav,0.9975520968437195
sample-00097.wav,1.0
sample-00098.wav,0.999901294708252
sample-00099.wav,0.8362555503845215
sample-00100.wav,0.005058168899267912
sample-00101.wav,0.9999991655349731
sample-00102.wav,0.043991152197122574
sample-00103.wav,0.9953966736793518
sample-00104.wav,0.9949140548706055
sample-00105.wav,0.9988686442375183
sample-00106.wav,0.042539793998003006
sample-00107.wav,0.8938734531402588
sample-00108.wav,0.043401096016168594
sample-00109.wav,0.9714543223381042
sample-00110.wav,0.0018900909926742315
sample-00111.wav,0.9803952574729919
sample-00112.wav,0.9998795986175537
sample-00113.wav,0.9996390342712402
sample-00114.wav,0.9998505115509033
