filename,score
sample-00000.wav,0.0013415623689070344
sample-00001.wav,1.0
sample-00002.wav,0.025452962145209312
sample-00003.wav,0.9993249177932739
sample-00004.wav,0.053369246423244476
sample-00005.wav,0.9987381100654602
sample-00006.wav,0.012576236389577389
sample-00007.wav,2.5427405489608645e-05
sample-00008.wav,0.7448673248291016
sample-00009.wav,0.9866790175437927
sample-00010.wav,0.9694780111312866
sample-00011.wav,0.9999294281005859
sample-00012.wav,0.9999933242797852
sample-00013.wav,0.99470055103302
sample-00014.wav,0.0318218432366848
sample-00015.wav,0.14224544167518616
sample-00016.wav,0.9897163510322571
sample-00017.wav,0.923782229423523
sample-00018.wav,0.9936196208000183
sample-00019.wav,0.9999260902404785
sample-00020.wav,0.8853147029876709
sample-00021.wav,0.9703240990638733
sample-00022.wav,0.9999988079071045
sample-00023.wav,0.009126236662268639
sample-00024.wav,0.9999995231628418
sample-00025.wav,0.8899784088134766
sample-00026.wav,0.7584607601165771
sample-00027.wav,0.9993622899055481
sample-00028.wav,0.35930076241493225
sample-00029.wav,0.11226462572813034
sample-00030.wav,0.8137239217758179
sample-00031.wav,0.020105764269828796
sample-00032.wav,0.9235896468162537
sample-00033.wav,0.001969540724530816
sample-00034.wav,0.950638473033905
sample-00035.wav,0.9999352693557739
sample-00036.wav,0.7397043108940125
sample-00037.wav,0.99951171875
sample-00038.wav,0.00061772734625265
sample-00039.wav,0.9944937825202942
sample-00040.wav,0.999848484992981
sample-00041.wav,0.9975026249885559
sample-00042.wav,0.0065712775103747845
sample-00043.wav,0.991080105304718
sample-00044.wav,0.05897561088204384
sample-00045.wav,0.9992617964744568
sample-00046.wav,0.998160183429718
sample-00047.wav,0.9082674980163574
sample-00048.wav,0.9029455780982971
sample-00049.wav,0.0006708534783683717
sample-00050.wav,1.0
sample-00051.wav,0.9999334812164307
sample-00052.wav,0.0007894543814472854
sample-00053.wav,0.07504637539386749
sample-00054.wav,0.9999858140945435
sample-00055.wav,0.07118628919124603
sample-00056.wav,0.9999866485595703
sample-00057.wav,0.9997444748878479
sample-00058.wav,1.655069900152739e-05
sample-00059.wav,0.9964637160301208
sample-00060.wav,0.9999862909317017
